timestamp,sensor1,sensor2,sensor1_smooth,sensor2_smooth
507705.0,5133.21,72.426392,5100.904,72.43586739999999
507755.0,5131.13,72.409676,5100.3330000000005,72.43363889999999
507805.0,5084.85,72.409676,5093.673,72.4308527
507855.0,5068.59,72.404091,5083.55,72.42917960000001
507905.0,5103.26,72.409676,5082.3150000000005,72.4252787
507955.0,5127.5,72.398521,5084.79,72.42193469999998
508005.0,5078.23,72.420822,5085.094999999999,72.4169176
508055.0,5164.56,72.420822,5102.665999999999,72.41413130000001
508105.0,5118.71,72.404091,5109.846,72.41357280000001
508155.0,5096.08,72.409676,5110.612,72.41134430000001
508205.0,5096.08,72.420822,5106.899,72.4107873
508255.0,5092.5,72.387375,5103.036,72.40855719999999
508305.0,5130.61,72.392952,5107.612,72.4068848
508355.0,5008.06,72.415245,5101.559,72.40800020000002
508405.0,5130.09,72.376244,5104.242,72.40465700000001
508455.0,5088.93,72.387375,5100.385,72.4035424
508505.0,5093.01,72.387375,5101.863,72.4001977
508555.0,5087.91,72.381805,5094.198000000001,72.396296
508605.0,5107.88,72.381805,5093.115,72.3940674
508655.0,5088.93,72.376244,5092.4,72.3907242
508705.0,5097.11,72.381805,5092.503000000001,72.38682250000001
508755.0,5112.52,72.376244,5094.505,72.38570940000001
508805.0,5116.64,72.376244,5093.108,72.38403860000001
508855.0,5097.11,72.370659,5102.013000000001,72.37958
508905.0,5120.77,72.370659,5101.081000000001,72.37902150000001
508955.0,5103.77,72.359512,5102.5650000000005,72.37623520000001
509005.0,5120.26,72.353951,5105.29,72.3728928
509055.0,5100.69,72.376244,5106.568000000001,72.3723367
509105.0,5172.45,72.370659,5113.025,72.37122210000001
509155.0,5013.5,72.387375,5105.482,72.37233520000001
509205.0,5157.73,72.370659,5111.544,72.3712206
509255.0,5098.64,72.365097,5110.156,72.3701059
509305.0,5100.69,72.359512,5108.561,72.3684327
509355.0,5084.85,72.353951,5107.335,72.3667619
509405.0,5098.64,72.365097,5105.121999999999,72.36620570000001
509455.0,5087.4,72.353951,5103.485,72.36564959999998
509505.0,5107.37,72.342812,5102.196000000001,72.3645357
509555.0,5093.01,72.359512,5101.428000000001,72.36286249999999
509605.0,5064.54,72.342812,5090.637000000001,72.36007779999998
509655.0,5100.69,72.348373,5099.356000000001,72.3561776
509705.0,5110.97,72.337234,5094.68,72.3528351
509755.0,5068.09,72.342812,5091.625,72.35060659999999
509805.0,5055.96,72.359512,5087.152,72.35060659999999
509855.0,5088.42,72.348373,5087.509,72.3500488
509905.0,5092.5,72.326096,5086.8949999999995,72.3461487
509955.0,4951.85,72.337234,5073.34,72.344477
510005.0,5107.88,72.314964,5073.391,72.34169219999998
510055.0,5102.75,72.298248,5074.365,72.3355658
